,bl_id,building_name,address,utility,account,consump_month,consump_year,bge_kWh_used,bge_therms_used,name,address1,block,lot,lat,lon,sq_ft,property_type,agency_occupied,year_built,neighborhood,council_district,Property Type Code
1013,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,5777670000.0,8.0,2017.0,6723.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
1014,B08020,Eastside Career Center,3001 E Madison St,bge,5884920000.0,8.0,2017.0,21580.0,0.0,Eastside Career Center,3001 E Madison St,1630,1,39.29973,-76.575,27910.0,"Education, vocational",MOED,1955.0,Maidson- Eastend,,2
1015,B00051,MECU Building,401 E Fayette St,bge,5931911000.0,8.0,2017.0,189382.0,0.0,MECU Building,401 E Fayette St,1331,16,39.290279999999996,-76.60994000000001,46668.0,Office,MULTI,1981.0,Downtown,11.0,6
1016,B00073,Fallsway Substation,201 Fallsway St,bge,5992321000.0,8.0,2017.0,10000.0,0.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
1017,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,8.0,2017.0,0.0,254.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
1018,B08000,Northeast DGS Fleet Substation Garage,4325 York Rd,bge,6159241000.0,8.0,2017.0,1669.0,0.0,Northeast DGS Fleet Substation Garage,4325 York Rd,5211,9,39.34193,-76.60871,893.0,"Warehouse, self storage",DGS ,,Wilson Park,4.0,11
1019,B00034,Baltimore City Police K9 Unit,Mansion House Dr,bge,6756240000.0,8.0,2017.0,22194.0,0.0,Baltimore City Police K9 Unit,Mansion House Dr,3499,1,39.3238,-76.64389,26177.0,"Public Services, police",BCPD,,Druid Hill Park,7.0,1
1020,B00220,Peale Museum,225 N Holliday St,bge,6948371000.0,8.0,2017.0,15200.0,9.0,Peale Museum,225 N Holliday St,1303A,15,39.29186,-76.61007,13686.0,"Public Assembly, Museum",DGS HISTORIC,1814.0,Downtown,11.0,8
1021,B00181,Northern Community Action Center,5225 York Rd,bge,6975110000.0,8.0,2017.0,0.0,4.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
1022,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,7560081000.0,8.0,2017.0,6388.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
1023,B00076,Northwest Substation,4410 Lewin Av,bge,8308470000.0,8.0,2017.0,6685.0,26.0,Northwest Substation,4410 Lewin Av,2959B,191,39.33955,-76.67869,4764.0,"Warehouse, self storage",DOT,1966.0,Dolefield,6.0,11
1024,B00181,Northern Community Action Center,5225 York Rd,bge,8499201000.0,8.0,2017.0,11234.0,0.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
1025,B00100,Eastern Health District Building,620 N Caroline St,bge,8752451000.0,8.0,2017.0,37905.0,0.0,Eastern Health District Building,620 N Caroline St,1280,3,39.2977,-76.59796,29232.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1939.0,Dunbar- Broadway,12.0,4
1026,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,9330860000.0,8.0,2017.0,9276.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
1027,B00101,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,bge,9629061000.0,8.0,2017.0,17563.0,0.0,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,1280,5,39.29068052,-76.60768333,16448.0,Office,MULTI,,,,6
1028,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,9633841000.0,8.0,2017.0,4496.0,18.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
1029,B00036,Baltimore City Police Department Warrant Task Force,242 West 29th St,bge,9815941000.0,8.0,2017.0,41017.0,19.0,Baltimore City Police Department Warrant Task Force,242 West 29th St,3658,075A,39.32306,-76.62223,30310.79,"Public Services, police",BCPD,1992.0,Remington,14.0,1
1030,B00183,Reservoir Hill / Metro Delta Head Start,2001 Park Av,bge,786151000.0,7.0,2017.0,4800.0,1.0,Reservoir Hill / Metro Delta Head Start,2001 Park Av,3448,30,39.313340000000004,-76.62805999999999,18744.0,"Education, vocational",VACANT,1880.0,Resevoir Hill,7.0,2
1031,B00230,President's Street Station Civil War Museum,601 President St,bge,2211251000.0,7.0,2017.0,2500.0,0.0,President's Street Station Civil War Museum,601 President St,1799,3,39.28398,-76.60247,4543.28,"Public Assembly, Museum",DGS HISTORIC,1851.0,Inner Harbor,1.0,8
1032,B00031,Baltimore City Police Western District,1034 N Mount St,bge,2774270000.0,7.0,2017.0,36200.0,8.0,Baltimore City Police Western District,1034 N Mount St,60,7,39.300666,-76.644706,22024.65,"Public Services, police",BCPD,1961.0,Sandtown - Winchester,9.0,1
1033,B00102,Druid Health District Building,1515 W North Av,bge,2941411000.0,7.0,2017.0,49181.0,130.0,Druid Health District Building,1515 W North Av,295,2,39.30983,-76.64138,36012.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1960.0,Druid Heights,7.0,4
1034,B00228,Carroll Mansion Musuem,802 Lombard St,bge,3047401000.0,7.0,2017.0,7320.0,0.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
1035,B00026,Baltimore City Police North Western District,5271 Reisterstown Rd,bge,4751312000.0,7.0,2017.0,1866.0,0.0,Baltimore City Police North Western District,5271 Reisterstown Rd,4543B,27,39.34462,-76.685455,56228.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
1036,B00120,Waxter Senior Center,1000 Cathedral St,bge,5229602000.0,7.0,2017.0,96434.0,270.0,Waxter Senior Center,1000 Cathedral St,504,1,39.301190000000005,-76.61804000000001,50386.44,"Healthcare, Senior Care Community",HEALTH,1972.0,Mid - Town Belvedere,11.0,3
1037,B00104,2492 Giles Road,2490 Giles Rd,bge,6348431000.0,7.0,2017.0,45031.0,0.0,2492 Giles Road,2490 Giles Rd,7612E,053A,39.2533,-76.63065999999999,20693.0,VACANT,HEALTH (BARCS),1976.0,Cherry Hill,10.0,10
1038,B00076,Northwest Substation,4410 Lewin Av,bge,8308470000.0,7.0,2017.0,5454.0,12.0,Northwest Substation,4410 Lewin Av,2959B,191,39.33955,-76.67869,4764.0,"Warehouse, self storage",DOT,1966.0,Dolefield,6.0,11
1039,B00100,Eastern Health District Building,620 N Caroline St,bge,8752451000.0,7.0,2017.0,26933.0,90.0,Eastern Health District Building,620 N Caroline St,1280,3,39.2977,-76.59796,29232.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1939.0,Dunbar- Broadway,12.0,4
1040,B00229,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,bge,9003501000.0,7.0,2017.0,3727.0,4.0,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,1377,16,39.28776,-76.6036,2117.29,"Public Assembly, Museum",DGS HISTORIC,2003.0,Jonestown,12.0,8
1041,B00028,Baltimore City Police Southern District,10 Cherry Hill Rd,bge,9570811000.0,7.0,2017.0,41058.0,49.0,Baltimore City Police Southern District,10 Cherry Hill Rd,7610,11,39.25288,-76.6172,29314.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
1042,B00075,Northeast DGS Fleet Substation,4325 York Rd,bge,1467291000.0,7.0,2017.0,5300.0,0.0,Northeast DGS Fleet Substation,4325 York Rd,5211,9,39.34171,-76.60918000000001,4764.0,"Warehouse, self storage",DGS,1979.0,Wilson Park,9.0,11
1043,B00073,Fallsway Substation,201 Fallsway St,bge,1961720000.0,7.0,2017.0,753.0,0.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
1044,B00048,Health Department Headquarters,1001 E Fayette St,bge,2829991000.0,7.0,2017.0,87082.0,5.0,Health Department Headquarters,1001 E Fayette St,1337,1,39.29097,-76.6031,277322.95,Office,HEALTH,2001.0,Jonestown,12.0,6
1045,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3138112000.0,7.0,2017.0,15300.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
1046,B00035,Baltimore City Police Northern District,2201 West Cold Spring Lane,bge,3275661000.0,7.0,2017.0,62359.0,155.0,Baltimore City Police Northern District,2201 West Cold Spring Lane,3357E,009A,39.34304,-76.65236,25508.47,"Public Services, police",BCPD,2001.0,Woodberry,6.0,1
1047,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3618420000.0,7.0,2017.0,34900.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
1048,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,3720580000.0,7.0,2017.0,2431.0,0.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
1049,B06107,1812 Museum Flag House Building,844 E Pratt St,bge,3955000000.0,7.0,2017.0,31500.0,0.0,1812 Museum Flag House Building,844 E Pratt St,1377,16,39.28751,-76.60333,12685.55,"Public Assembly, Museum",DGS HISTORIC,1793.0,Jonestown,12.0,8
1050,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,4360021000.0,7.0,2017.0,11328.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
1051,B00011,First Mariner Arena,201 West Baltimore St,bge,4561060000.0,7.0,2017.0,449496.0,0.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
1052,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,5129381000.0,7.0,2017.0,102818.0,797.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
1053,B00005,DGS Public Building Maintenance Shop,500 Fallsway,bge,5601260000.0,7.0,2017.0,39074.0,9.0,DGS Public Building Maintenance Shop,500 Fallsway,1255,1,39.29588,-76.61028,18144.0,"Warehouse, self storage",DGS,1945.0,Penn - Fallsway,11.0,11
1054,B06043,Fleet Central Garage Main Building,3800 E Biddle St,bge,5620250000.0,7.0,2017.0,75389.0,112.0,Fleet Central Garage Main Building,3800 E Biddle St,6150A,003D,39.30612,-76.56612,105914.0,"Warehouse, self storage",DGS,2008.0,Orangevile Industrial Area ,13.0,11
1055,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,5777670000.0,7.0,2017.0,6191.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
1056,B08020,Eastside Career Center,3001 E Madison St,bge,5884920000.0,7.0,2017.0,23740.0,0.0,Eastside Career Center,3001 E Madison St,1630,1,39.29973,-76.575,27910.0,"Education, vocational",MOED,1955.0,Maidson- Eastend,,2
1057,B00051,MECU Building,401 E Fayette St,bge,5931911000.0,7.0,2017.0,171104.0,0.0,MECU Building,401 E Fayette St,1331,16,39.290279999999996,-76.60994000000001,46668.0,Office,MULTI,1981.0,Downtown,11.0,6
1058,B00073,Fallsway Substation,201 Fallsway St,bge,5992321000.0,7.0,2017.0,10080.0,56.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
1059,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,7.0,2017.0,0.0,92.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
1060,B08000,Northeast DGS Fleet Substation Garage,4325 York Rd,bge,6159241000.0,7.0,2017.0,1488.0,0.0,Northeast DGS Fleet Substation Garage,4325 York Rd,5211,9,39.34193,-76.60871,893.0,"Warehouse, self storage",DGS ,,Wilson Park,4.0,11
1061,B00220,Peale Museum,225 N Holliday St,bge,6948371000.0,7.0,2017.0,20100.0,0.0,Peale Museum,225 N Holliday St,1303A,15,39.29186,-76.61007,13686.0,"Public Assembly, Museum",DGS HISTORIC,1814.0,Downtown,11.0,8
1062,B00181,Northern Community Action Center,5225 York Rd,bge,6975110000.0,7.0,2017.0,0.0,1.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
1063,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,7560081000.0,7.0,2017.0,4781.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
1064,B00181,Northern Community Action Center,5225 York Rd,bge,8499201000.0,7.0,2017.0,12056.0,0.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
1065,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,9330860000.0,7.0,2017.0,10300.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
1066,B00101,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,bge,9629061000.0,7.0,2017.0,17146.0,0.0,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,1280,5,39.29068052,-76.60768333,16448.0,Office,MULTI,,,,6
1067,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,9633841000.0,7.0,2017.0,4475.0,12.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
1068,B00036,Baltimore City Police Department Warrant Task Force,242 West 29th St,bge,9815941000.0,7.0,2017.0,49415.0,18.0,Baltimore City Police Department Warrant Task Force,242 West 29th St,3658,075A,39.32306,-76.62223,30310.79,"Public Services, police",BCPD,1992.0,Remington,14.0,1
1069,B00230,President's Street Station Civil War Museum,601 President St,bge,2211251000.0,7.0,2017.0,6500.0,0.0,President's Street Station Civil War Museum,601 President St,1799,3,39.28398,-76.60247,4543.28,"Public Assembly, Museum",DGS HISTORIC,1851.0,Inner Harbor,1.0,8
1070,B00228,Carroll Mansion Musuem,802 Lombard St,bge,3047401000.0,7.0,2017.0,6640.0,0.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
1071,B00026,Baltimore City Police North Western District,5271 Reisterstown Rd,bge,4751312000.0,6.0,2017.0,9589.0,0.0,Baltimore City Police North Western District,5271 Reisterstown Rd,4543B,27,39.34462,-76.685455,56228.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
1072,B00028,Baltimore City Police Southern District,10 Cherry Hill Rd,bge,9570811000.0,7.0,2017.0,31169.0,1357.0,Baltimore City Police Southern District,10 Cherry Hill Rd,7610,11,39.25288,-76.6172,29314.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
1073,B00029,Baltimore City Police South Eastern District,5710 Eastern Av,bge,1245540000.0,7.0,2017.0,49040.0,1129.0,Baltimore City Police South Eastern District,5710 Eastern Avenue Baltimore ,6332,9,39.287688,-76.547422,26177.0,"Public Services, police",BCPD,1950.0,Hopkins Bayview,1.0,1
1074,B00011,First Mariner Arena,201 West Baltimore St,bge,4561060000.0,7.0,2017.0,210101.0,0.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
1075,B00005,DGS Public Building Maintenance Shop,500 Fallsway,bge,5601260000.0,7.0,2017.0,30925.0,2386.0,DGS Public Building Maintenance Shop,500 Fallsway,1255,1,39.29588,-76.61028,18144.0,"Warehouse, self storage",DGS,1945.0,Penn - Fallsway,11.0,11
1076,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,7.0,2017.0,0.0,838.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
1077,B00034,Baltimore City Police K9 Unit,Mansion House Dr,bge,6756240000.0,7.0,2017.0,46298.0,0.0,Baltimore City Police K9 Unit,Mansion House Dr,3499,1,39.3238,-76.64389,26177.0,"Public Services, police",BCPD,,Druid Hill Park,7.0,1
1078,B00182,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,bge,1198781000.0,7.0,2017.0,43368.0,0.0,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,3321,23,39.333729999999996,-76.66336,33707.0,"Public Assembly, Other",CAC,1978.0,Central Park Heights,6.0,9
1079,B00183,Reservoir Hill / Metro Delta Head Start,2001 Park Av,bge,786151000.0,6.0,2017.0,4500.0,0.0,Reservoir Hill / Metro Delta Head Start,2001 Park Av,3448,30,39.313340000000004,-76.62805999999999,18744.0,"Education, vocational",VACANT,1880.0,Resevoir Hill,7.0,2
1080,B00230,President's Street Station Civil War Museum,601 President St,bge,2211251000.0,6.0,2017.0,1700.0,0.0,President's Street Station Civil War Museum,601 President St,1799,3,39.28398,-76.60247,4543.28,"Public Assembly, Museum",DGS HISTORIC,1851.0,Inner Harbor,1.0,8
1081,B00031,Baltimore City Police Western District,1034 N Mount St,bge,2774270000.0,6.0,2017.0,32700.0,13.0,Baltimore City Police Western District,1034 N Mount St,60,7,39.300666,-76.644706,22024.65,"Public Services, police",BCPD,1961.0,Sandtown - Winchester,9.0,1
1082,B00102,Druid Health District Building,1515 W North Av,bge,2941411000.0,6.0,2017.0,48394.0,158.0,Druid Health District Building,1515 W North Av,295,2,39.30983,-76.64138,36012.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1960.0,Druid Heights,7.0,4
1083,B00228,Carroll Mansion Musuem,802 Lombard St,bge,3047401000.0,6.0,2017.0,5400.0,0.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
1084,B00120,Waxter Senior Center,1000 Cathedral St,bge,5229602000.0,6.0,2017.0,77467.0,257.0,Waxter Senior Center,1000 Cathedral St,504,1,39.301190000000005,-76.61804000000001,50386.44,"Healthcare, Senior Care Community",HEALTH,1972.0,Mid - Town Belvedere,11.0,3
1085,B00104,2492 Giles Road,2490 Giles Rd,bge,6348431000.0,6.0,2017.0,46625.0,0.0,2492 Giles Road,2490 Giles Rd,7612E,053A,39.2533,-76.63065999999999,20693.0,VACANT,HEALTH (BARCS),1976.0,Cherry Hill,10.0,10
1086,B00220,Peale Museum,225 N Holliday St,bge,6948371000.0,6.0,2017.0,10300.0,0.0,Peale Museum,225 N Holliday St,1303A,15,39.29186,-76.61007,13686.0,"Public Assembly, Museum",DGS HISTORIC,1814.0,Downtown,11.0,8
1087,B00076,Northwest Substation,4410 Lewin Av,bge,8308470000.0,6.0,2017.0,6097.0,39.0,Northwest Substation,4410 Lewin Av,2959B,191,39.33955,-76.67869,4764.0,"Warehouse, self storage",DOT,1966.0,Dolefield,6.0,11
1088,B00229,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,bge,9003501000.0,6.0,2017.0,2810.0,3.0,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,1377,16,39.28776,-76.6036,2117.29,"Public Assembly, Museum",DGS HISTORIC,2003.0,Jonestown,12.0,8
1089,B00028,Baltimore City Police Southern District,10 Cherry Hill Rd,bge,9570811000.0,6.0,2017.0,39941.0,56.0,Baltimore City Police Southern District,10 Cherry Hill Rd,7610,11,39.25288,-76.6172,29314.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
1090,B00029,Baltimore City Police South Eastern District,5710 Eastern Av,bge,1245540000.0,6.0,2017.0,28160.0,6.0,Baltimore City Police South Eastern District,5710 Eastern Avenue Baltimore ,6332,9,39.287688,-76.547422,26177.0,"Public Services, police",BCPD,1950.0,Hopkins Bayview,1.0,1
1091,B00075,Northeast DGS Fleet Substation,4325 York Rd,bge,1467291000.0,6.0,2017.0,5400.0,0.0,Northeast DGS Fleet Substation,4325 York Rd,5211,9,39.34171,-76.60918000000001,4764.0,"Warehouse, self storage",DGS,1979.0,Wilson Park,9.0,11
1092,B00073,Fallsway Substation,201 Fallsway St,bge,1961720000.0,6.0,2017.0,961.0,0.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
1093,B00048,Health Department Headquarters,1001 E Fayette St,bge,2829991000.0,6.0,2017.0,88118.0,6.0,Health Department Headquarters,1001 E Fayette St,1337,1,39.29097,-76.6031,277322.95,Office,HEALTH,2001.0,Jonestown,12.0,6
1094,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3138112000.0,6.0,2017.0,14200.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
1095,B00035,Baltimore City Police Northern District,2201 West Cold Spring Lane,bge,3275661000.0,6.0,2017.0,50710.0,367.0,Baltimore City Police Northern District,2201 West Cold Spring Lane,3357E,009A,39.34304,-76.65236,25508.47,"Public Services, police",BCPD,2001.0,Woodberry,6.0,1
1096,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3618420000.0,6.0,2017.0,31600.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
1097,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,3720580000.0,6.0,2017.0,2399.0,0.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
1098,B06107,1812 Museum Flag House Building,844 E Pratt St,bge,3955000000.0,6.0,2017.0,29800.0,0.0,1812 Museum Flag House Building,844 E Pratt St,1377,16,39.28751,-76.60333,12685.55,"Public Assembly, Museum",DGS HISTORIC,1793.0,Jonestown,12.0,8
1099,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,4360021000.0,6.0,2017.0,12095.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
1100,B00011,First Mariner Arena,201 West Baltimore St,bge,4561060000.0,6.0,2017.0,529687.0,0.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
1101,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,5129381000.0,6.0,2017.0,104289.0,785.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
1102,B00005,DGS Public Building Maintenance Shop,500 Fallsway,bge,5601260000.0,6.0,2017.0,42752.0,9.0,DGS Public Building Maintenance Shop,500 Fallsway,1255,1,39.29588,-76.61028,18144.0,"Warehouse, self storage",DGS,1945.0,Penn - Fallsway,11.0,11
1103,B06043,Fleet Central Garage Main Building,3800 E Biddle St,bge,5620250000.0,6.0,2017.0,77861.0,184.0,Fleet Central Garage Main Building,3800 E Biddle St,6150A,003D,39.30612,-76.56612,105914.0,"Warehouse, self storage",DGS,2008.0,Orangevile Industrial Area ,13.0,11
1104,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,5777670000.0,6.0,2017.0,6258.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
1105,B08020,Eastside Career Center,3001 E Madison St,bge,5884920000.0,6.0,2017.0,21920.0,0.0,Eastside Career Center,3001 E Madison St,1630,1,39.29973,-76.575,27910.0,"Education, vocational",MOED,1955.0,Maidson- Eastend,,2
1106,B00051,MECU Building,401 E Fayette St,bge,5931911000.0,6.0,2017.0,179919.0,0.0,MECU Building,401 E Fayette St,1331,16,39.290279999999996,-76.60994000000001,46668.0,Office,MULTI,1981.0,Downtown,11.0,6
1107,B00073,Fallsway Substation,201 Fallsway St,bge,5992321000.0,6.0,2017.0,9840.0,0.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
1108,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,6.0,2017.0,0.0,402.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
1109,B08000,Northeast DGS Fleet Substation Garage,4325 York Rd,bge,6159241000.0,6.0,2017.0,1481.0,0.0,Northeast DGS Fleet Substation Garage,4325 York Rd,5211,9,39.34193,-76.60871,893.0,"Warehouse, self storage",DGS ,,Wilson Park,4.0,11
1110,B00034,Baltimore City Police K9 Unit,Mansion House Dr,bge,6756240000.0,6.0,2017.0,23195.0,0.0,Baltimore City Police K9 Unit,Mansion House Dr,3499,1,39.3238,-76.64389,26177.0,"Public Services, police",BCPD,,Druid Hill Park,7.0,1
1111,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,7560081000.0,6.0,2017.0,4408.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
1112,B00181,Northern Community Action Center,5225 York Rd,bge,8499201000.0,6.0,2017.0,12682.0,0.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
1113,B00100,Eastern Health District Building,620 N Caroline St,bge,8752451000.0,6.0,2017.0,41224.0,167.0,Eastern Health District Building,620 N Caroline St,1280,3,39.2977,-76.59796,29232.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1939.0,Dunbar- Broadway,12.0,4
